index,date,weather,prob_of_precip,likely_snow,snow_level,wind,visibility,likely_snow_numeric,forecast_date,endpoint,forecast_type,extracted_date,level_0,max_temp,min_temp,snow_at_1800m,snow_at_1400m,snow_at_1000m,snow_at_1800m_percent,snow_at_1400m_percent,snow_at_1000m_percent
0,SunJun 13,Mostly cloudy. Possible snow showers,40%,<2cm,1600,NW,Poor,2,2021-06-13 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
1,MonJun 14,Mostly cloudy. Possible snow showers,30%,<2cm,1600,SE to N,Fair,2,2021-06-14 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
2,TueJun 15,Mostly sunny,10%,Nil,,NW/NE,Good,0,2021-06-15 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
3,WedJun 16,"Mostly cloudy. Showers, mostly later. Snow in",80%,2-5cm,1600,NE,Fair,3.5,2021-06-16 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
4,ThuJun 17,Cloudy. Snow,80%,5-10cm,1300,Fresh W,Fair,7.5,2021-06-17 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
5,FriJun 18,Cloudy. Snow,80%,5-10cm,1300,SW,Fair,7.5,2021-06-18 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
6,SatJun 19,Snow and rain easing,80%,2-5cm,1400,SW,Improving,3.5,2021-06-19 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
7,SunJun 20,Mostly sunny,20%,Nil,,Fresh SW to NW,Good,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
8,MonJun 21,Mostly sunny,20%,Nil,,Fresh NW,Good,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
9,TueJun 22,Mostly sunny,20%,Nil,,Fresh NE to NW,Good,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
10,WedJun 23,Mostly sunny,20%,Nil,,Fresh NW,Good,0,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
11,ThuJun 24,Mostly cloudy,20%,Nil,,Fresh NW/SW,Fair,0,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
12,FriJun 25,Mostly cloudy. Snow showers,30%,<2cm,1100,Fresh SW,Fair,2,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
13,SatJun 26,Mostly cloudy. Snow showers,30%,<2cm,1100,Fresh SE to NW,Improving,2,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-13 12:01:32.493321,,,,,,,,,
0,MonJun 14,Mostly cloudy,20%,Nil,,SE  to NE,Improving,0,2021-06-14 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
1,TueJun 15,Mostly sunny,10%,Nil,,NE,Good,0,2021-06-15 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
2,WedJun 16,"Mostly cloudy. Showers, mostly later. Snow",90%,2-5cm,1600,NE,Fair,3.5,2021-06-16 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
3,ThuJun 17,Cloudy. Snow showers,80%,5-10cm,1200,Fresh NW,Fair,7.5,2021-06-17 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
4,FriJun 18,Cloudy. Snow showers,80%,5-10cm,1200,Fresh SW/S,Fair,7.5,2021-06-18 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
5,SatJun 19,Mostly sunny,20%,Nil,,Fresh SE,Good,0,2021-06-19 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
6,SunJun 20,Mostly sunny,20%,Nil,,SE,Good,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
7,MonJun 21,Mostly sunny,20%,Nil,,NW  to NE,Excellent,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
8,TueJun 22,Mostly cloudy. Snow showers,65%,<2cm,1200,Fresh NE/N,Good,2,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
9,WedJun 23,Mostly cloudy. Snow showers,60%,2-5cm,1200,Fresh NW,Fair,3.5,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
10,ThuJun 24,Mostly cloudy. Snow showers,60%,<2cm,1200,Fresh NW,Fair,2,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
11,FriJun 25,Mostly cloudy. Snow showers,50%,<2cm,1200,Fresh NW,Fair,2,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
12,SatJun 26,Mostly cloudy. Snow showers,60%,<2cm,1100,NW,Fair,2,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
13,SunJun 27,Mostly cloudy. Snow,60%,5-10cm,1100,Fresh NW,Fair,7.5,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-14 12:03:25.767651,,,,,,,,,
0,TueJun 15,Mostly cloudy,15%,Nil,,N,Good,0,2021-06-15 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
1,WedJun 16,"Rain, sleet and snow developing",90%,2-5cm,1600,Fresh N,Poor,3.5,2021-06-16 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
2,ThuJun 17,Cloudy with snow showers,90%,5-10cm,1000,Fresh NW,Poor,7.5,2021-06-17 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
3,FriJun 18,Mostly cloudy. Snow showers,70%,5-10cm,1200,Fresh W/SW,Fair,7.5,2021-06-18 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
4,SatJun 19,Partly cloudy. Snow clearing,60%,2-5cm,1300,Fresh S,Improving,3.5,2021-06-19 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
5,SunJun 20,Mostly sunny,5%,Nil,,SE  to NE,Excellent,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
6,MonJun 21,Mostly sunny,5%,Nil,,NW/NE,Excellent,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
7,TueJun 22,Mostly cloudy.,10%,Nil,,Fresh N,Good,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
8,WedJun 23,Rain and snow developing,70%,2-5cm,1400,Fresh N,Deteriorating,3.5,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
9,ThuJun 24,Cloudy. Snow showers,60%,<2cm,1300,Fresh NW,Fair,2,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
10,FriJun 25,Mostly cloudy. Snow,60%,2-5cm,1300,Fresh NW,Poor,3.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
11,SatJun 26,Mostly cloudy. Snow,70%,5-10cm,1200,NW,Poor,7.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
12,SunJun 27,Mostly cloudy. Snow showers,50%,<2cm,1200,NW,Fair,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
13,MonJun 28,Snow showers clearing,40%,<2cm,1300,Fresh NW,Improving,2,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-15 08:41:16.048155,,,,,,,,,
0,ThuJun 17,Mostly cloudy. Snow showers,85%,2-5cm,1300,Fresh NW,Fair,3.5,2021-06-17 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
1,FriJun 18,Mostly cloudy. Snow showers. Breezy,90%,5-10cm,1300,Fresh SW,Fair,7.5,2021-06-18 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
2,SatJun 19,Mostly cloudy. Snow showers. Windy,75%,2-5cm,1400,Strong S,Good,3.5,2021-06-19 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
3,SunJun 20,Snow showers clearing. Sunnier,30%,<2cm,1600,Fresh SE,Good,2,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
4,MonJun 21,Mostly sunny,5%,Nil,,SW  to NE,Excellent,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
5,TueJun 22,Mostly sunny,25%,Nil,,NW/N,Excellent,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
6,WedJun 23,Mostly cloudy,85%,Nil,,N,Good,0,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
7,ThuJun 24,Cloudy. Snow,90%,5-10cm,900,NE,Poor,7.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
8,FriJun 25,Cloudy. Snow,90%,10-20cm,1200,SW  to E,Fair,15.0,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
9,SatJun 26,Mostly cloudy. Snow showers,60%,2-5cm,1100,SW,Fair,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
10,SunJun 27,Mostly cloudy. Snow showers,60%,<2cm,1100,W,Good,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
11,MonJun 28,Mostly cloudy. Snow showers,40%,<2cm,1200,NW,Good,2,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
12,TueJun 29,Mostly cloudy. Snow showers,50%,<2cm,1100,Fresh NW,Good,2,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
13,WedJun 30,Snow showers clearing. Sunnier,50%,<2cm,1100,NW,Improving,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-17 11:44:05.095549,,,,,,,,,
0,FriJun 18,Mostly cloudy. Snow. Breezy,90%,5-10cm,1300,Fresh SW,Fair,7.5,2021-06-18 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
1,SatJun 19,Mostly cloudy. Snow showers. Windy,75%,<2cm,1600,Strong S,Improving,2,2021-06-19 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
2,SunJun 20,Snow showers clearing. Sunnier,40%,<2cm,1600,Fresh SE,Good,2,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
3,MonJun 21,Mostly sunny,5%,Nil,,SW  to SE,Good,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
4,TueJun 22,Mostly sunny,5%,Nil,,NW  to NE,Excellent,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
5,WedJun 23,Cloudy. Snow,40%,<2cm,1300,N,Good,2,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
6,ThuJun 24,Cloudy. Showers. Snow,90%,2-5cm,1200,NE,Poor,3.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
7,FriJun 25,Cloudy. Rain. Snow,90%,5-10cm,1300,NE/NW,Fair,7.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
8,SatJun 26,Cloudy. Snow,90%,5-10cm,1300,W,Fair,7.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
9,SunJun 27,Cloudy. Snow showers,60%,2-5cm,1200,W,Fair,3.5,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
10,MonJun 28,Mostly cloudy. Snow showers,60%,<2cm,1200,NW,Fair,2,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
11,TueJun 29,Cloudy. Snow showers,60%,<2cm,1200,Fresh NW,Fair,2,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
12,WedJun 30,Cloudy. Snow showers,60%,<2cm,1200,Fresh NW,Fair,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
13,ThuJul 01,Cloudy. Snow showers,60%,<2cm,1100,Fresh NW,Improving,2,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-18 08:17:10.015877,,,,,,,,,
0,SatJun 19,Mostly cloudy. Snow showers. Windy,70%,2-5cm,1400,Strong S,Good,3.5,2021-06-19 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
1,SunJun 20,Mostly sunny,10%,Nil,,Fresh SE,Good,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
2,MonJun 21,Mostly sunny,10%,Nil,,SW/NW,Excellent,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
3,TueJun 22,Mostly sunny,10%,Nil,,NW  to NE,Excellent,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
4,WedJun 23,Cloudy. Showers later. Snow,60%,<2cm,1300,N,Deteriorating,2,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
5,ThuJun 24,Cloudy. Rain. Snow in east,90%,5-10cm,1300,Fresh NE,Fair,7.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
6,FriJun 25,Cloudy. Rain. Snow in east,90%,2-5cm,1300,NE/NW,Fair,3.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
7,SatJun 26,Cloudy. Snow,70%,2-5cm,1300,NW,Fair,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
8,SunJun 27,Cloudy. Snow,70%,2-5cm,1200,W,Fair,3.5,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
9,MonJun 28,Mostly cloudy. Snow showers,60%,<2cm,1100,SE  to NW,Good,2,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
10,TueJun 29,Mostly cloudy. Snow showers,40%,<2cm,1200,NW,Good,2,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
11,WedJun 30,Mostly cloudy. Snow showers,40%,<2cm,1200,NW,Fair,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
12,ThuJul 01,Mostly cloudy. Snow showers,40%,2-5cm,1100,Fresh NW,Good,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
13,FriJul 02,Mostly cloudy. Snow showers,60%,2-5cm,1100,Fresh NW,Fair,3.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-19 10:24:21.121794,,,,,,,,,
0,SatJun 19,Mostly cloudy. Snow showers. Windy,70%,2-5cm,1400,Strong S,Good,3.5,2021-06-19 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
1,SunJun 20,Mostly sunny,10%,Nil,,Fresh SE,Good,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
2,MonJun 21,Mostly sunny,10%,Nil,,SW/NW,Excellent,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
3,TueJun 22,Mostly sunny,10%,Nil,,NW  to NE,Excellent,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
4,WedJun 23,Cloudy. Showers later. Snow,60%,<2cm,1300,N,Deteriorating,2,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
5,ThuJun 24,Cloudy. Rain. Snow in east,90%,5-10cm,1300,Fresh NE,Fair,7.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
6,FriJun 25,Cloudy. Rain. Snow in east,90%,2-5cm,1300,NE/NW,Fair,3.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
7,SatJun 26,Cloudy. Snow,70%,2-5cm,1300,NW,Fair,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
8,SunJun 27,Cloudy. Snow,70%,2-5cm,1200,W,Fair,3.5,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
9,MonJun 28,Mostly cloudy. Snow showers,60%,<2cm,1100,SE  to NW,Good,2,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
10,TueJun 29,Mostly cloudy. Snow showers,40%,<2cm,1200,NW,Good,2,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
11,WedJun 30,Mostly cloudy. Snow showers,40%,<2cm,1200,NW,Fair,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
12,ThuJul 01,Mostly cloudy. Snow showers,40%,2-5cm,1100,Fresh NW,Good,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
13,FriJul 02,Mostly cloudy. Snow showers,60%,2-5cm,1100,Fresh NW,Fair,3.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:44.524976,,,,,,,,,
0,SatJun 19,Rain/snow showers clearing,30%,<2cm,1700,Strong S,Improving,2,2021-06-19 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
1,SunJun 20,Mostly sunny,10%,Nil,,Fresh SE,Excellent,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
2,MonJun 21,Sunny,5%,Nil,,SW  to E,Excellent,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
3,TueJun 22,Cloud increasing,5%,Nil,,NW  to NE,Excellent,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
4,WedJun 23,Cloudy. Windy. Rain and snow developing,70%,<2cm,1700,Fresh N,Deteriorating,2,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
5,ThuJun 24,Cloudy. Rain and snow,90%,5-10cm,1600,Fresh N,Poor,7.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
6,FriJun 25,Cloudy. Snow. Windy,80%,5-10cm,1300,Fresh N,Poor,7.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
7,SatJun 26,Cloudy. Snow showers,90%,2-5cm,1200,W,Poor,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
8,SunJun 27,Mostly cloudy. Snow clearing,40%,<2cm,1300,W,Improving,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
9,MonJun 28,Mostly sunny,10%,Nil,,SW/SE,Excellent,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
10,TueJun 29,Mostly sunny,15%,Nil,,NE/NW,Good,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
11,WedJun 30,Cloud increasing. Possible snow showers,30%,<2cm,1400,Fresh NW,Deteriorating,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
12,ThuJul 01,Cloudy. Possible snow showers,40%,<2cm,1300,Fresh NW,Fair,2,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
13,FriJul 02,Cloudy. Snow,70%,2-5cm,1200,Fresh NW,Poor,3.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-19 23:21:55.372352,,,,,,,,,
0,SunJun 20,Mostly sunny,10%,Nil,,Fresh SE,Excellent,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
1,MonJun 21,Sunny,5%,Nil,,SW  to E,Excellent,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
2,TueJun 22,Cloud increasing,5%,Nil,,NW  to NE,Excellent,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
3,WedJun 23,Cloudy. Windy. Rain and snow developing,70%,<2cm,1700,Fresh N,Deteriorating,2,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
4,ThuJun 24,Cloudy. Rain and snow,90%,5-10cm,1600,Fresh N,Poor,7.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
5,FriJun 25,Cloudy. Snow. Windy,80%,5-10cm,1300,Fresh N,Poor,7.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
6,SatJun 26,Cloudy. Snow showers,90%,2-5cm,1200,W,Poor,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
7,SunJun 27,Mostly cloudy. Snow clearing,40%,<2cm,1300,W,Improving,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
8,MonJun 28,Mostly sunny,10%,Nil,,SW/SE,Excellent,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
9,TueJun 29,Mostly sunny,15%,Nil,,NE/NW,Good,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
10,WedJun 30,Cloud increasing. Possible snow showers,30%,<2cm,1400,Fresh NW,Deteriorating,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
11,ThuJul 01,Cloudy. Possible snow showers,40%,<2cm,1300,Fresh NW,Fair,2,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
12,FriJul 02,Cloudy. Snow,70%,2-5cm,1200,Fresh NW,Poor,3.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
13,SatJul 03,Snow showers clearing. Sunnier,60%,2-5cm,1200,Fresh NW,Improving,3.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-20 10:05:31.533248,,,,,,,,,
0,SunJun 20,Partly cloudy,5%,Nil,,Fresh SE,Good,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
1,MonJun 21,Mostly sunny,5%,Nil,,W to N,Good,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
2,TueJun 22,Cloud increasing,5%,Nil,,NW/NE,Good,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
3,WedJun 23,Mostly cloudy. Rain tending to snow. Windy,90%,2-5cm,1700,Fresh N/NW,Deteriorating,3.5,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
4,ThuJun 24,Mostly cloudy. Rain and snow. Windy,90%,2-5cm,1700,Strong N/NNW,Poor,3.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
5,FriJun 25,Cloudy. Rain tending to snow early,90%,10-20cm,1300,Fresh NW,Poor,15.0,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
6,SatJun 26,Cloudy. Snow showers,90%,5-10cm,1300,NW/W,Fair,7.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
7,SunJun 27,Mostly cloudy. Possible snow showers,60%,<2cm,1200,W/SW,Fair,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
8,MonJun 28,Mostly cloudy,20%,Nil,,SE,Fair,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
9,TueJun 29,Partly cloudy,20%,Nil,,N to NW,Good,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
10,WedJun 30,Partly cloudy,30%,Nil,,Fresh N,Good,0,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
11,ThuJul 01,Cloudy. Rain tending to snow. Windy,70%,5-10cm,1300,Fresh NW,Deteriorating,7.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
12,FriJul 02,Cloudy. Snow,80%,10-20cm,1200,Fresh NW,Poor,15.0,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
13,SatJul 03,Cloudy. Snow,70%,2-5cm,1200,Fresh NW,Fair,3.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-20 18:26:49.629601,,,,,,,,,
0,SunJun 20,Partly cloudy,5%,Nil,,Fresh SE,Good,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
1,MonJun 21,Mostly sunny,5%,Nil,,W to N,Good,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
2,TueJun 22,Cloud increasing,5%,Nil,,NW/NE,Good,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
3,WedJun 23,Mostly cloudy. Rain tending to snow. Windy,90%,2-5cm,1700,Fresh N/NW,Deteriorating,3.5,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
4,ThuJun 24,Mostly cloudy. Rain and snow. Windy,90%,2-5cm,1700,Strong N/NNW,Poor,3.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
5,FriJun 25,Cloudy. Rain tending to snow early,90%,10-20cm,1300,Fresh NW,Poor,15.0,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
